Area,Setor,Municipio,Empregados
"Agricultura, silvicultura, pesca e veterinária",Indústria,Santo Antônio de Posse,2516
"Engenharia, produção e construção",Indústria,Santo Antônio de Posse,2516
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Santo Antônio de Posse,2516
"Ciências naturais, matemática e estatística",Indústria,Taquaritinga,2512
"Agricultura, silvicultura, pesca e veterinária",Indústria,Taquaritinga,2512
"Engenharia, produção e construção",Indústria,Taquaritinga,2512
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Taquaritinga,2512
"Engenharia, produção e construção",Agropecuária,Itaí,2501
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Itaí,2501
"Engenharia, produção e construção",Construção,Guaratinguetá,2498
"Negócios, administração e direito",Comércio,Louveira,2492
Serviços,Comércio,Louveira,2492
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Louveira,2492
"Ciências naturais, matemática e estatística",Comércio,Louveira,2492
"Negócios, administração e direito",Comércio,Pederneiras,2488
Serviços,Comércio,Pederneiras,2488
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Pederneiras,2488
"Ciências naturais, matemática e estatística",Comércio,Pederneiras,2488
Educação,Serviços,Cajuru,2485
Serviços,Serviços,Cajuru,2485
Saúde e bem-estar,Serviços,Cajuru,2485
"Agricultura, silvicultura, pesca e veterinária",Serviços,Cajuru,2485
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Cajuru,2485
"Ciências naturais, matemática e estatística",Serviços,Cajuru,2485
"Negócios, administração e direito",Serviços,Cajuru,2485
"Ciências sociais, comunicação e informação",Serviços,Cajuru,2485
Artes e humanidades,Serviços,Cajuru,2485
"Negócios, administração e direito",Comércio,Ilhabela,2479
Serviços,Comércio,Ilhabela,2479
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Ilhabela,2479
"Ciências naturais, matemática e estatística",Comércio,Ilhabela,2479
"Negócios, administração e direito",Comércio,Vargem Grande do Sul,2474
Serviços,Comércio,Vargem Grande do Sul,2474
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Vargem Grande do Sul,2474
"Ciências naturais, matemática e estatística",Comércio,Vargem Grande do Sul,2474
"Negócios, administração e direito",Comércio,Pilar do Sul,2472
Serviços,Comércio,Pilar do Sul,2472
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Pilar do Sul,2472
"Ciências naturais, matemática e estatística",Comércio,Pilar do Sul,2472
Educação,Serviços,Itirapina,2471
Serviços,Serviços,Itirapina,2471
Saúde e bem-estar,Serviços,Itirapina,2471
"Agricultura, silvicultura, pesca e veterinária",Serviços,Itirapina,2471
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Itirapina,2471
"Ciências naturais, matemática e estatística",Serviços,Itirapina,2471
"Negócios, administração e direito",Serviços,Itirapina,2471
"Ciências sociais, comunicação e informação",Serviços,Itirapina,2471
Artes e humanidades,Serviços,Itirapina,2471
Educação,Serviços,Guararapes,2468
Serviços,Serviços,Guararapes,2468
Saúde e bem-estar,Serviços,Guararapes,2468
"Agricultura, silvicultura, pesca e veterinária",Serviços,Guararapes,2468
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Guararapes,2468
"Ciências naturais, matemática e estatística",Serviços,Guararapes,2468
"Negócios, administração e direito",Serviços,Guararapes,2468
"Ciências sociais, comunicação e informação",Serviços,Guararapes,2468
Artes e humanidades,Serviços,Guararapes,2468
"Engenharia, produção e construção",Agropecuária,Avaré,2462
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Avaré,2462
"Negócios, administração e direito",Comércio,Santa Fé do Sul,2454
Serviços,Comércio,Santa Fé do Sul,2454
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Santa Fé do Sul,2454
"Ciências naturais, matemática e estatística",Comércio,Santa Fé do Sul,2454
Educação,Serviços,Santa Cruz das Palmeiras,2453
Serviços,Serviços,Santa Cruz das Palmeiras,2453
Saúde e bem-estar,Serviços,Santa Cruz das Palmeiras,2453
"Agricultura, silvicultura, pesca e veterinária",Serviços,Santa Cruz das Palmeiras,2453
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Santa Cruz das Palmeiras,2453
"Ciências naturais, matemática e estatística",Serviços,Santa Cruz das Palmeiras,2453
"Negócios, administração e direito",Serviços,Santa Cruz das Palmeiras,2453
"Ciências sociais, comunicação e informação",Serviços,Santa Cruz das Palmeiras,2453
Artes e humanidades,Serviços,Santa Cruz das Palmeiras,2453
"Engenharia, produção e construção",Agropecuária,São Carlos,2447
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,São Carlos,2447
"Negócios, administração e direito",Comércio,Santa Isabel,2443
Serviços,Comércio,Santa Isabel,2443
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Santa Isabel,2443
"Ciências naturais, matemática e estatística",Comércio,Santa Isabel,2443
Educação,Serviços,Cândido Mota,2439
Serviços,Serviços,Cândido Mota,2439
Saúde e bem-estar,Serviços,Cândido Mota,2439
"Agricultura, silvicultura, pesca e veterinária",Serviços,Cândido Mota,2439
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Cândido Mota,2439
"Ciências naturais, matemática e estatística",Serviços,Cândido Mota,2439
"Negócios, administração e direito",Serviços,Cândido Mota,2439
"Ciências sociais, comunicação e informação",Serviços,Cândido Mota,2439
Artes e humanidades,Serviços,Cândido Mota,2439
"Negócios, administração e direito",Comércio,José Bonifácio,2438
Serviços,Comércio,José Bonifácio,2438
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,José Bonifácio,2438
"Ciências naturais, matemática e estatística",Comércio,José Bonifácio,2438
"Ciências naturais, matemática e estatística",Indústria,Itapuí,2429
"Agricultura, silvicultura, pesca e veterinária",Indústria,Itapuí,2429
"Engenharia, produção e construção",Indústria,Itapuí,2429
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Itapuí,2429
"Ciências naturais, matemática e estatística",Indústria,Guarujá,2428
"Agricultura, silvicultura, pesca e veterinária",Indústria,Guarujá,2428
"Engenharia, produção e construção",Indústria,Guarujá,2428
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Guarujá,2428
Educação,Serviços,Santo Antônio de Posse,2428
Serviços,Serviços,Santo Antônio de Posse,2428
Saúde e bem-estar,Serviços,Santo Antônio de Posse,2428
"Agricultura, silvicultura, pesca e veterinária",Serviços,Santo Antônio de Posse,2428
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Santo Antônio de Posse,2428
"Ciências naturais, matemática e estatística",Serviços,Santo Antônio de Posse,2428
"Negócios, administração e direito",Serviços,Santo Antônio de Posse,2428
"Ciências sociais, comunicação e informação",Serviços,Santo Antônio de Posse,2428
Artes e humanidades,Serviços,Santo Antônio de Posse,2428
"Ciências naturais, matemática e estatística",Indústria,Estrela d'Oeste,2418
"Agricultura, silvicultura, pesca e veterinária",Indústria,Estrela d'Oeste,2418
"Engenharia, produção e construção",Indústria,Estrela d'Oeste,2418
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Estrela d'Oeste,2418
"Engenharia, produção e construção",Construção,Araçatuba,2418
Educação,Serviços,Dois Córregos,2408
Serviços,Serviços,Dois Córregos,2408
Saúde e bem-estar,Serviços,Dois Córregos,2408
"Agricultura, silvicultura, pesca e veterinária",Serviços,Dois Córregos,2408
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Dois Córregos,2408
"Ciências naturais, matemática e estatística",Serviços,Dois Córregos,2408
"Negócios, administração e direito",Serviços,Dois Córregos,2408
"Ciências sociais, comunicação e informação",Serviços,Dois Córregos,2408
Artes e humanidades,Serviços,Dois Córregos,2408
"Negócios, administração e direito",Comércio,Cerquilho,2404
Serviços,Comércio,Cerquilho,2404
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Cerquilho,2404
"Ciências naturais, matemática e estatística",Comércio,Cerquilho,2404
Educação,Serviços,Pitangueiras,2403
Serviços,Serviços,Pitangueiras,2403
Saúde e bem-estar,Serviços,Pitangueiras,2403
"Agricultura, silvicultura, pesca e veterinária",Serviços,Pitangueiras,2403
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Pitangueiras,2403
"Ciências naturais, matemática e estatística",Serviços,Pitangueiras,2403
"Negócios, administração e direito",Serviços,Pitangueiras,2403
"Ciências sociais, comunicação e informação",Serviços,Pitangueiras,2403
Artes e humanidades,Serviços,Pitangueiras,2403
"Ciências naturais, matemática e estatística",Indústria,Santa Fé do Sul,2402
"Agricultura, silvicultura, pesca e veterinária",Indústria,Santa Fé do Sul,2402
"Engenharia, produção e construção",Indústria,Santa Fé do Sul,2402
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Santa Fé do Sul,2402
"Ciências naturais, matemática e estatística",Indústria,Valentim Gentil,2388
"Agricultura, silvicultura, pesca e veterinária",Indústria,Valentim Gentil,2388
"Engenharia, produção e construção",Indústria,Valentim Gentil,2388
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Valentim Gentil,2388
"Negócios, administração e direito",Comércio,Artur Nogueira,2383
Serviços,Comércio,Artur Nogueira,2383
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Artur Nogueira,2383
"Ciências naturais, matemática e estatística",Comércio,Artur Nogueira,2383
"Negócios, administração e direito",Comércio,Capão Bonito,2381
Serviços,Comércio,Capão Bonito,2381
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Capão Bonito,2381
"Ciências naturais, matemática e estatística",Comércio,Capão Bonito,2381
Educação,Serviços,Pilar do Sul,2379
Serviços,Serviços,Pilar do Sul,2379
Saúde e bem-estar,Serviços,Pilar do Sul,2379
"Agricultura, silvicultura, pesca e veterinária",Serviços,Pilar do Sul,2379
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Pilar do Sul,2379
"Ciências naturais, matemática e estatística",Serviços,Pilar do Sul,2379
"Negócios, administração e direito",Serviços,Pilar do Sul,2379
"Ciências sociais, comunicação e informação",Serviços,Pilar do Sul,2379
Artes e humanidades,Serviços,Pilar do Sul,2379
"Engenharia, produção e construção",Construção,Suzano,2378
Educação,Serviços,Taquarituba,2372
Serviços,Serviços,Taquarituba,2372
Saúde e bem-estar,Serviços,Taquarituba,2372
"Agricultura, silvicultura, pesca e veterinária",Serviços,Taquarituba,2372
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Taquarituba,2372
"Ciências naturais, matemática e estatística",Serviços,Taquarituba,2372
"Negócios, administração e direito",Serviços,Taquarituba,2372
"Ciências sociais, comunicação e informação",Serviços,Taquarituba,2372
Artes e humanidades,Serviços,Taquarituba,2372
"Negócios, administração e direito",Comércio,Mongaguá,2345
Serviços,Comércio,Mongaguá,2345
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Mongaguá,2345
"Ciências naturais, matemática e estatística",Comércio,Mongaguá,2345
Educação,Serviços,Rio das Pedras,2343
Serviços,Serviços,Rio das Pedras,2343
Saúde e bem-estar,Serviços,Rio das Pedras,2343
"Agricultura, silvicultura, pesca e veterinária",Serviços,Rio das Pedras,2343
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Rio das Pedras,2343
"Ciências naturais, matemática e estatística",Serviços,Rio das Pedras,2343
"Negócios, administração e direito",Serviços,Rio das Pedras,2343
"Ciências sociais, comunicação e informação",Serviços,Rio das Pedras,2343
Artes e humanidades,Serviços,Rio das Pedras,2343
Educação,Serviços,Pradópolis,2329
Serviços,Serviços,Pradópolis,2329
Saúde e bem-estar,Serviços,Pradópolis,2329
"Agricultura, silvicultura, pesca e veterinária",Serviços,Pradópolis,2329
Computação e Tecnologias da Informação e Comunicação (TIC),Serviços,Pradópolis,2329
"Ciências naturais, matemática e estatística",Serviços,Pradópolis,2329
"Negócios, administração e direito",Serviços,Pradópolis,2329
"Ciências sociais, comunicação e informação",Serviços,Pradópolis,2329
Artes e humanidades,Serviços,Pradópolis,2329
"Ciências naturais, matemática e estatística",Indústria,Agudos,2328
"Agricultura, silvicultura, pesca e veterinária",Indústria,Agudos,2328
"Engenharia, produção e construção",Indústria,Agudos,2328
Computação e Tecnologias da Informação e Comunicação (TIC),Indústria,Agudos,2328
"Engenharia, produção e construção",Agropecuária,Guaíra,2328
"Agricultura, silvicultura, pesca e veterinária",Agropecuária,Guaíra,2328
"Negócios, administração e direito",Comércio,Monte Mor,2322
Serviços,Comércio,Monte Mor,2322
Computação e Tecnologias da Informação e Comunicação (TIC),Comércio,Monte Mor,2322
"Ciências naturais, matemática e estatística",Comércio,Monte Mor,2322
